Ligand_id,Classification,Count_general,Count_diff,Ligand_name
PHB,DIOXYGENASE,60,11,P-HYDROXYBENZOIC ACID
PHB,HYDROLASE,60,11,P-HYDROXYBENZOIC ACID
PHB,TRANSFERASE,60,11,P-HYDROXYBENZOIC ACID
PHB,DNA BINDING PROTEIN,60,11,P-HYDROXYBENZOIC ACID
PHB,VIRAL PROTEIN,60,11,P-HYDROXYBENZOIC ACID
PHB,TRANSCRIPTION,60,11,P-HYDROXYBENZOIC ACID
ADM,TRANSFERASE,4,3,ADAMANTANE
ADM,OXIDOREDUCTASE,4,3,ADAMANTANE
ADM,PEPTIDE BINDING PROTEIN,4,3,ADAMANTANE
1XM,HYDROLASE,2,2,"4-amino-1,7-dihydro-6H-pyrazolo[3,4-d]pyrimidine-6-thione"
1XM,TRANSCRIPTION,2,2,"4-amino-1,7-dihydro-6H-pyrazolo[3,4-d]pyrimidine-6-thione"
DY,TRANSPORT PROTEIN,2,2,DYSPROSIUM ION
DY,METAL BINDING PROTEIN,2,2,DYSPROSIUM ION
GST,TRANSFERASE,19,3,GERANYL S-THIOLODIPHOSPHATE
GST,LYASE,19,3,GERANYL S-THIOLODIPHOSPHATE
GST,STRUCTURAL PROTEIN,19,3,GERANYL S-THIOLODIPHOSPHATE
5ZE,HYDROLASE,2,2,"4,6-dimethylpyrimidin-2-amine"
5ZE,VIRAL PROTEIN,2,2,"4,6-dimethylpyrimidin-2-amine"
5NI,HYDROLASE,3,2,5-NITROINDAZOLE
5NI,OXIDOREDUCTASE,3,2,5-NITROINDAZOLE
JPZ,HYDROLASE,3,2,quinazolin-4(1H)-one
JPZ,TRANSFERASE,3,2,quinazolin-4(1H)-one
EUI,TRANSFERASE,3,2,"[3,4-BIS(FLUORANYL)-2-[(2-FLUORANYL-4-IODANYL-PHENYL)AMINO]PHENYL]-[3-OXIDANYL-3-[(2S)-PIPERIDIN-2-YL]AZETIDIN-1-YL]METHANONE"
EUI,TRANSCRIPTION,3,2,"[3,4-BIS(FLUORANYL)-2-[(2-FLUORANYL-4-IODANYL-PHENYL)AMINO]PHENYL]-[3-OXIDANYL-3-[(2S)-PIPERIDIN-2-YL]AZETIDIN-1-YL]METHANONE"
QUE,TRANSFERASE,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,TRANSPORT PROTEIN,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,DNA BINDING PROTEIN,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,PROTEIN BINDING,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,OXIDOREDUCTASE,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,TRANSCRIPTION,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,HYDROLASE,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,PHOSPHOINOSITIDE 3-KINASE GAMMA,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,CELL INVASION,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
QUE,LYASE,26,10,"3,5,7,3',4'-PENTAHYDROXYFLAVONE"
T3,TRANSCRIPTION,12,7,"3,5,3'TRIIODOTHYRONINE"
T3,OXIDOREDUCTASE,12,7,"3,5,3'TRIIODOTHYRONINE"
T3,NUCLEAR PROTEIN,12,7,"3,5,3'TRIIODOTHYRONINE"
T3,HORMONE RECEPTOR,12,7,"3,5,3'TRIIODOTHYRONINE"
T3,DNA BINDING PROTEIN,12,7,"3,5,3'TRIIODOTHYRONINE"
T3,HORMONE,12,7,"3,5,3'TRIIODOTHYRONINE"
T3,TRANSPORT PROTEIN,12,7,"3,5,3'TRIIODOTHYRONINE"
T44,TRANSCRIPTION,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
T44,TRANSPORT PROTEIN,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
T44,HORMONE,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
T44,HYDROLASE,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
T44,SIGNALING PROTEIN,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
T44,TRANSPORT,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
T44,PLASMA PROTEIN,21,7,"3,5,3',5'-TETRAIODO-L-THYRONINE"
1YD,IMMUNE SYSTEM,2,2,"2-amino-9-[(2R,3R,3aR,5S,7aS,9R,10R,10aR,12R,14aS)-9-(6-amino-9H-purin-9-yl)-3,5,10,12-tetrahydroxy-5,12-dioxidooctahydro-2H,7H-difuro[3,2-d:3',2'-j][1,3,7,9,2,8]tetraoxadiphosphacyclododecin-2-yl]-1,9-dihydro-6H-purin-6-one"
1YD,SIGNALING PROTEIN,2,2,"2-amino-9-[(2R,3R,3aR,5S,7aS,9R,10R,10aR,12R,14aS)-9-(6-amino-9H-purin-9-yl)-3,5,10,12-tetrahydroxy-5,12-dioxidooctahydro-2H,7H-difuro[3,2-d:3',2'-j][1,3,7,9,2,8]tetraoxadiphosphacyclododecin-2-yl]-1,9-dihydro-6H-purin-6-one"
KGM,CARBOHYDRATE BINDING PROTEIN,5,2,heptyl alpha-D-mannopyranoside
KGM,CELL ADHESION,5,2,heptyl alpha-D-mannopyranoside
EU3,METAL BINDING PROTEIN,11,7,EUROPIUM (III) ION
EU3,HYDROLASE,11,7,EUROPIUM (III) ION
EU3,PLANT PROTEIN,11,7,EUROPIUM (III) ION
EU3,UNKNOWN FUNCTION,11,7,EUROPIUM (III) ION
EU3,TRANSFERASE,11,7,EUROPIUM (III) ION
EU3,STRUCTURAL PROTEIN,11,7,EUROPIUM (III) ION
EU3,LYASE,11,7,EUROPIUM (III) ION
OAS,GENE REGULATION,8,2,O-ACETYLSERINE
OAS,TRANSFERASE,8,2,O-ACETYLSERINE
21D,VIRAL PROTEIN,2,2,"naphthalene-1,5-disulfonic acid"
21D,PLANT PROTEIN,2,2,"naphthalene-1,5-disulfonic acid"
SPD,HYDROLASE,56,15,SPERMIDINE
SPD,TRANSFERASE,56,15,SPERMIDINE
SPD,NEUROTRANSMITTER-BINDING PROTEIN,56,15,SPERMIDINE
SPD,TRANSPORT PROTEIN,56,15,SPERMIDINE
SPD,SIGNALING PROTEIN,56,15,SPERMIDINE
SPD,DNA BINDING PROTEIN,56,15,SPERMIDINE
SPD,LYASE,56,15,SPERMIDINE
SPD,STRUCTURAL PROTEIN,56,15,SPERMIDINE
SPD,PLANT PROTEIN,56,15,SPERMIDINE
SPD,BINDING PROTEIN,56,15,SPERMIDINE
SPD,OXIDOREDUCTASE,56,15,SPERMIDINE
SPD,FLAVOPROTEIN,56,15,SPERMIDINE
SPD,LIGASE,56,15,SPERMIDINE
SPD,METAL TRANSPORT,56,15,SPERMIDINE
SPD,TRANSCRIPTION,56,15,SPERMIDINE
FOR,OXIDOREDUCTASE,13,8,FORMYL GROUP
FOR,TRANSPORT PROTEIN,13,8,FORMYL GROUP
FOR,TRANSFERASE,13,8,FORMYL GROUP
FOR,OXYGEN TRANSPORT,13,8,FORMYL GROUP
FOR,TRANSCRIPTION,13,8,FORMYL GROUP
FOR,ANTIBIOTIC,13,8,FORMYL GROUP
FOR,LIGASE,13,8,FORMYL GROUP
FOR,HYDROLASE,13,8,FORMYL GROUP
3AT,TRANSFERASE,16,5,3'-DEOXYADENOSINE-5'-TRIPHOSPHATE
3AT,DNA BINDING PROTEIN,16,5,3'-DEOXYADENOSINE-5'-TRIPHOSPHATE
3AT,TRANSCRIPTION,16,5,3'-DEOXYADENOSINE-5'-TRIPHOSPHATE
3AT,CIRCADIAN CLOCK PROTEIN,16,5,3'-DEOXYADENOSINE-5'-TRIPHOSPHATE
3AT,TOXIN,16,5,3'-DEOXYADENOSINE-5'-TRIPHOSPHATE
PA5,ISOMERASE,10,2,5-PHOSPHOARABINONIC ACID
PA5,METAL BINDING PROTEIN,10,2,5-PHOSPHOARABINONIC ACID
LYN,HYDROLASE,3,3,"2,6-DIAMINO-HEXANOIC ACID AMIDE"
LYN,TRANSFERASE,3,3,"2,6-DIAMINO-HEXANOIC ACID AMIDE"
LYN,LIGASE,3,3,"2,6-DIAMINO-HEXANOIC ACID AMIDE"
BTM,LYASE,22,3,"N-benzyl-N,N-diethylethanaminium"
BTM,BIOSYNTHETIC PROTEIN,22,3,"N-benzyl-N,N-diethylethanaminium"
BTM,STRUCTURAL PROTEIN,22,3,"N-benzyl-N,N-diethylethanaminium"
2Q5,TRANSPORT PROTEIN,5,3,(2R)-2-{[(2R)-2-{[(2S)-2-{[(2R)-2-hydroxypropyl]oxy}propyl]oxy}propyl]oxy}propan-1-ol
2Q5,LIPID BINDING PROTEIN,5,3,(2R)-2-{[(2R)-2-{[(2S)-2-{[(2R)-2-hydroxypropyl]oxy}propyl]oxy}propyl]oxy}propan-1-ol
2Q5,TRANSFERASE,5,3,(2R)-2-{[(2R)-2-{[(2S)-2-{[(2R)-2-hydroxypropyl]oxy}propyl]oxy}propyl]oxy}propan-1-ol
F6R,ISOMERASE,18,5,FRUCTOSE -6-PHOSPHATE
F6R,TRANSFERASE,18,5,FRUCTOSE -6-PHOSPHATE
F6R,OXIDOREDUCTASE,18,5,FRUCTOSE -6-PHOSPHATE
F6R,LYASE,18,5,FRUCTOSE -6-PHOSPHATE
F6R,HYDROLASE,18,5,FRUCTOSE -6-PHOSPHATE
1DZ,PROTEIN BINDING,2,2,1-(3-methylphenyl)-5-phenyl-1H-pyrazole-3-carboxylic acid
1DZ,DNA BINDING PROTEIN,2,2,1-(3-methylphenyl)-5-phenyl-1H-pyrazole-3-carboxylic acid
TCE,ISOMERASE,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,TRANSFERASE,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,MEMBRANE PROTEIN,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,ONCOPROTEIN,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,TRANSCRIPTION,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,HYDROLASE,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,METAL TRANSPORT,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,IMMUNE SYSTEM,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,SPLICING,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,CELL CYCLE,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,OXIDOREDUCTASE,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
TCE,MOTOR PROTEIN,22,12,"3,3',3''-phosphanetriyltripropanoic acid"
DCS,ISOMERASE,15,5,"D-[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-N,O-CYCLOSERYLAMIDE"
DCS,LYASE,15,5,"D-[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-N,O-CYCLOSERYLAMIDE"
DCS,BIOSYNTHETIC PROTEIN,15,5,"D-[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-N,O-CYCLOSERYLAMIDE"
DCS,TRANSFERASE,15,5,"D-[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-N,O-CYCLOSERYLAMIDE"
DCS,PYRIDOXAL PHOSPHATE,15,5,"D-[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-N,O-CYCLOSERYLAMIDE"
8HC,LYASE,3,3,8-hydroxyquinoline-2-carboxylic acid
8HC,LIGASE,3,3,8-hydroxyquinoline-2-carboxylic acid
8HC,MEMBRANE PROTEIN,3,3,8-hydroxyquinoline-2-carboxylic acid
1XJ,APOPTOSIS REGULATOR,3,2,"4-(4-{[2-(4-chlorophenyl)-5,5-dimethylcyclohex-1-en-1-yl]methyl}piperazin-1-yl)-N-[(4-{[(2R)-4-(morpholin-4-yl)-1-(phenylsulfanyl)butan-2-yl]amino}-3-[(trifluoromethyl)sulfonyl]phenyl)sulfonyl]benzamide"
1XJ,APOPTOSIS,3,2,"4-(4-{[2-(4-chlorophenyl)-5,5-dimethylcyclohex-1-en-1-yl]methyl}piperazin-1-yl)-N-[(4-{[(2R)-4-(morpholin-4-yl)-1-(phenylsulfanyl)butan-2-yl]amino}-3-[(trifluoromethyl)sulfonyl]phenyl)sulfonyl]benzamide"
SPN,ELECTRON TRANSPORT,40,3,SPEROIDENONE
SPN,PHOTOSYNTHESIS,40,3,SPEROIDENONE
SPN,PHOTOSYNTHETIC REACTION CENTER,40,3,SPEROIDENONE
LAN,OXIDOREDUCTASE,4,2,LANOSTEROL
LAN,ISOMERASE,4,2,LANOSTEROL
SHH,HYDROLASE,17,4,OCTANEDIOIC ACID HYDROXYAMIDE PHENYLAMIDE
SHH,TRANSCRIPTION,17,4,OCTANEDIOIC ACID HYDROXYAMIDE PHENYLAMIDE
SHH,LYASE,17,4,OCTANEDIOIC ACID HYDROXYAMIDE PHENYLAMIDE
SHH,GENE REGULATION,17,4,OCTANEDIOIC ACID HYDROXYAMIDE PHENYLAMIDE
21H,PROTEIN BINDING,2,2,oxydimethanol
21H,UNKNOWN FUNCTION,2,2,oxydimethanol
LOC,PROTEIN BINDING,10,5,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[d]heptalen-7-yl]ethanamide"
LOC,CELL CYCLE,10,5,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[d]heptalen-7-yl]ethanamide"
LOC,TRANSCRIPTION,10,5,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[d]heptalen-7-yl]ethanamide"
LOC,STRUCTURAL PROTEIN,10,5,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[d]heptalen-7-yl]ethanamide"
LOC,TRANSPORT PROTEIN,10,5,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[d]heptalen-7-yl]ethanamide"
L46,PROTEIN BINDING,2,2,"4-acetyl-3-ethyl-N,5-dimethyl-1H-pyrrole-2-carboxamide"
L46,VIRAL PROTEIN,2,2,"4-acetyl-3-ethyl-N,5-dimethyl-1H-pyrrole-2-carboxamide"
ZZU,OXIDOREDUCTASE,7,2,"(2S,3S)-3-HYDROXYARGININE"
ZZU,HYDROLASE,7,2,"(2S,3S)-3-HYDROXYARGININE"
HRG,OXIDOREDUCTASE,6,2,L-HOMOARGININE
HRG,SIGNALING PROTEIN,6,2,L-HOMOARGININE
GGB,OXIDOREDUCTASE,10,5,L-CANAVANINE
GGB,LIGASE,10,5,L-CANAVANINE
GGB,HYDROLASE,10,5,L-CANAVANINE
GGB,TRANSFERASE,10,5,L-CANAVANINE
GGB,TRANSCRIPTION,10,5,L-CANAVANINE
SRT,TRANSFERASE,61,17,"S,R MESO-TARTARIC ACID"
SRT,PROTEIN TRANSPORT,61,17,"S,R MESO-TARTARIC ACID"
SRT,LYASE,61,17,"S,R MESO-TARTARIC ACID"
SRT,HYDROLASE,61,17,"S,R MESO-TARTARIC ACID"
SRT,CELL ADHESION,61,17,"S,R MESO-TARTARIC ACID"
SRT,PEPTIDE BINDING PROTEIN,61,17,"S,R MESO-TARTARIC ACID"
SRT,SIGNALING PROTEIN,61,17,"S,R MESO-TARTARIC ACID"
SRT,OXIDOREDUCTASE,61,17,"S,R MESO-TARTARIC ACID"
SRT,REPLICATION,61,17,"S,R MESO-TARTARIC ACID"
SRT,IMMUNE SYSTEM,61,17,"S,R MESO-TARTARIC ACID"
SRT,LIPID BINDING PROTEIN,61,17,"S,R MESO-TARTARIC ACID"
SRT,LIGASE,61,17,"S,R MESO-TARTARIC ACID"
SRT,STRUCTURAL GENOMICS,61,17,"S,R MESO-TARTARIC ACID"
SRT,TRANSCRIPTION,61,17,"S,R MESO-TARTARIC ACID"
SRT,ISOMERASE,61,17,"S,R MESO-TARTARIC ACID"
SRT,PLANT PROTEIN,61,17,"S,R MESO-TARTARIC ACID"
SRT,ELECTRON TRANSPORT,61,17,"S,R MESO-TARTARIC ACID"
CLR,TRANSPORT PROTEIN,302,21,CHOLESTEROL
CLR,MEMBRANE PROTEIN,302,21,CHOLESTEROL
CLR,SIGNALING PROTEIN,302,21,CHOLESTEROL
CLR,VIRAL PROTEIN,302,21,CHOLESTEROL
CLR,IMMUNE SYSTEM,302,21,CHOLESTEROL
CLR,ATP-BINDING PROTEIN,302,21,CHOLESTEROL
CLR,TRANSFERASE,302,21,CHOLESTEROL
CLR,STRUCTURAL PROTEIN,302,21,CHOLESTEROL
CLR,PEPTIDE BINDING PROTEIN,302,21,CHOLESTEROL
CLR,PROTEIN BINDING,302,21,CHOLESTEROL
CLR,OXIDOREDUCTASE,302,21,CHOLESTEROL
CLR,GENE REGULATION,302,21,CHOLESTEROL
CLR,BIOSYNTHETIC PROTEIN,302,21,CHOLESTEROL
CLR,HYDROLASE,302,21,CHOLESTEROL
CLR,TOXIN,302,21,CHOLESTEROL
CLR,LIPID BINDING PROTEIN,302,21,CHOLESTEROL
CLR,PROTEIN TRANSPORT,302,21,CHOLESTEROL
CLR,TRANSLOCASE,302,21,CHOLESTEROL
CLR,TRANSCRIPTION,302,21,CHOLESTEROL
CLR,LIPID TRANSPORT,302,21,CHOLESTEROL
CLR,CELL INVASION,302,21,CHOLESTEROL
NSM,OXYGEN TRANSPORT,5,3,NITROSOMETHANE
NSM,OXYGEN STORAGE,5,3,NITROSOMETHANE
NSM,TRANSPORT PROTEIN,5,3,NITROSOMETHANE
NOE,OXYGEN TRANSPORT,4,3,NITROSOETHANE
NOE,OXYGEN STORAGE,4,3,NITROSOETHANE
NOE,TRANSPORT PROTEIN,4,3,NITROSOETHANE
SAC,GENE REGULATION,2,2,N-ACETYL-SERINE
SAC,TRANSCRIPTION,2,2,N-ACETYL-SERINE
DAN,HYDROLASE,35,5,"2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID"
DAN,TRANSFERASE,35,5,"2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID"
DAN,STRUCTURAL PROTEIN,35,5,"2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID"
DAN,TRANSPORT,35,5,"2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID"
DAN,VIRAL PROTEIN,35,5,"2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID"
GCP,TRANSLATION,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,TRANSPORT PROTEIN,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,SIGNALING PROTEIN,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,HYDROLASE,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,LIGASE,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,TRANSFERASE,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,ONCOPROTEIN,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,CELL CYCLE,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,PROTEIN BINDING,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,ONCOGENE PROTEIN,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,GTP-BINDING,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,LYASE,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,PROTEIN TRANSPORT,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GCP,CHAPERONE,70,14,PHOSPHOMETHYLPHOSPHONIC ACID GUANYLATE ESTER
GLO,HYDROLASE,6,4,D-glucose
GLO,TRANSFERASE,6,4,D-glucose
GLO,ISOMERASE,6,4,D-glucose
GLO,OXIDOREDUCTASE,6,4,D-glucose
DA2,HYDROLASE,2,2,"NG,NG-DIMETHYL-L-ARGININE"
DA2,OXIDOREDUCTASE,2,2,"NG,NG-DIMETHYL-L-ARGININE"
TTN,ISOMERASE,6,4,TARTRONATE
TTN,HYDROLASE,6,4,TARTRONATE
TTN,OXIDOREDUCTASE,6,4,TARTRONATE
TTN,UNKNOWN FUNCTION,6,4,TARTRONATE
BM3,SUGAR BINDING PROTEIN,10,3,2-acetamido-2-deoxy-alpha-D-mannopyranose
BM3,OXIDOREDUCTASE,10,3,2-acetamido-2-deoxy-alpha-D-mannopyranose
BM3,TRANSFERASE,10,3,2-acetamido-2-deoxy-alpha-D-mannopyranose
TCL,OXIDOREDUCTASE,32,3,TRICLOSAN
TCL,TRANSCRIPTION,32,3,TRICLOSAN
TCL,UNKNOWN FUNCTION,32,3,TRICLOSAN
5RP,ISOMERASE,22,4,RIBULOSE-5-PHOSPHATE
5RP,LYASE,22,4,RIBULOSE-5-PHOSPHATE
5RP,OXIDOREDUCTASE,22,4,RIBULOSE-5-PHOSPHATE
5RP,UNKNOWN FUNCTION,22,4,RIBULOSE-5-PHOSPHATE
ARF,ISOMERASE,9,8,FORMAMIDE
ARF,PROTEIN BINDING,9,8,FORMAMIDE
ARF,TRANSPORT PROTEIN,9,8,FORMAMIDE
ARF,IMMUNE SYSTEM,9,8,FORMAMIDE
ARF,FLUORESCENT PROTEIN,9,8,FORMAMIDE
ARF,MEMBRANE PROTEIN,9,8,FORMAMIDE
ARF,HYDROLASE,9,8,FORMAMIDE
ARF,OXIDOREDUCTASE,9,8,FORMAMIDE
TAU,TRANSFERASE,19,8,2-AMINOETHANESULFONIC ACID
TAU,CYTOSOLIC PROTEIN,19,8,2-AMINOETHANESULFONIC ACID
TAU,HYDROLASE,19,8,2-AMINOETHANESULFONIC ACID
TAU,OXIDOREDUCTASE,19,8,2-AMINOETHANESULFONIC ACID
TAU,TRANSPORT PROTEIN,19,8,2-AMINOETHANESULFONIC ACID
TAU,VIRAL PROTEIN,19,8,2-AMINOETHANESULFONIC ACID
TAU,PROTEIN TRANSPORT,19,8,2-AMINOETHANESULFONIC ACID
TAU,SIGNALING PROTEIN,19,8,2-AMINOETHANESULFONIC ACID
28E,PLANT PROTEIN,4,2,"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol"
28E,PROTEIN BINDING,4,2,"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol"
Z80,IMMUNE SYSTEM,8,4,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine"
Z80,VIRAL PROTEIN,8,4,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine"
Z80,TRANSPORT PROTEIN,8,4,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine"
Z80,SIGNALING PROTEIN,8,4,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine"
PCQ,TRANSPORT PROTEIN,3,3,"3,5,3',5'-TETRACHLORO-BIPHENYL-4,4'-DIOL"
PCQ,HORMONE,3,3,"3,5,3',5'-TETRACHLORO-BIPHENYL-4,4'-DIOL"
PCQ,TRANSFERASE,3,3,"3,5,3',5'-TETRACHLORO-BIPHENYL-4,4'-DIOL"
RIB,SIGNALING PROTEIN,21,7,alpha-D-ribofuranose
RIB,TRANSFERASE,21,7,alpha-D-ribofuranose
RIB,NUCLEOTIDE-BINDING PROTEIN,21,7,alpha-D-ribofuranose
RIB,TRANSCRIPTION REGULATOR,21,7,alpha-D-ribofuranose
RIB,HYDROLASE,21,7,alpha-D-ribofuranose
RIB,IMMUNE SYSTEM,21,7,alpha-D-ribofuranose
RIB,CARBOHYDRATE KINASE,21,7,alpha-D-ribofuranose
22L,TRANSFERASE,4,2,"5-phenylthieno[2,3-d]pyrimidin-4(3H)-one"
22L,IMMUNE SYSTEM,4,2,"5-phenylthieno[2,3-d]pyrimidin-4(3H)-one"
RLT,HYDROLASE,5,3,"N-(4-fluorobenzyl)-5-hydroxy-1-methyl-2-(1-methyl-1-{[(5-methyl-1,3,4-oxadiazol-2-yl)carbonyl]amino}ethyl)-6-oxo-1,6-di
hydropyrimidine-4-carboxamide"
RLT,VIRAL PROTEIN,5,3,"N-(4-fluorobenzyl)-5-hydroxy-1-methyl-2-(1-methyl-1-{[(5-methyl-1,3,4-oxadiazol-2-yl)carbonyl]amino}ethyl)-6-oxo-1,6-di
hydropyrimidine-4-carboxamide"
RLT,RECOMBINATION,5,3,"N-(4-fluorobenzyl)-5-hydroxy-1-methyl-2-(1-methyl-1-{[(5-methyl-1,3,4-oxadiazol-2-yl)carbonyl]amino}ethyl)-6-oxo-1,6-di
hydropyrimidine-4-carboxamide"
29T,HYDROLASE,2,2,"8-{2-[2-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)ethoxy]phenoxy}indolizine-2-carbonitrile"
29T,VIRAL PROTEIN,2,2,"8-{2-[2-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)ethoxy]phenoxy}indolizine-2-carbonitrile"
0KX,TRANSFERASE,47,5,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]amino}phosphoryl]cytidine
0KX,DNA BINDING PROTEIN,47,5,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]amino}phosphoryl]cytidine
0KX,REPLICATION,47,5,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]amino}phosphoryl]cytidine
0KX,HYDROLASE,47,5,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]amino}phosphoryl]cytidine
0KX,NUCLEAR PROTEIN,47,5,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]amino}phosphoryl]cytidine
MFK,TRANSFERASE,5,3,decanoyl-CoA
MFK,OXIDOREDUCTASE,5,3,decanoyl-CoA
MFK,HYDROLASE,5,3,decanoyl-CoA
GCS,TRANSFERASE,18,6,2-amino-2-deoxy-beta-D-glucopyranose
GCS,HYDROLASE,18,6,2-amino-2-deoxy-beta-D-glucopyranose
GCS,SUGAR BINDING PROTEIN,18,6,2-amino-2-deoxy-beta-D-glucopyranose
GCS,OXIDOREDUCTASE,18,6,2-amino-2-deoxy-beta-D-glucopyranose
GCS,MACROPHAGE SECRETORY PROTEIN,18,6,2-amino-2-deoxy-beta-D-glucopyranose
GCS,TOXIN,18,6,2-amino-2-deoxy-beta-D-glucopyranose
DAL,TRANSFERASE,42,11,D-ALANINE
DAL,HYDROLASE,42,11,D-ALANINE
DAL,TRANSPORT PROTEIN,42,11,D-ALANINE
DAL,LIGASE,42,11,D-ALANINE
DAL,PEPTIDE BINDING PROTEIN,42,11,D-ALANINE
DAL,TOXIN,42,11,D-ALANINE
DAL,METAL BINDING PROTEIN,42,11,D-ALANINE
DAL,ISOMERASE,42,11,D-ALANINE
DAL,OXIDOREDUCTASE,42,11,D-ALANINE
DAL,ANTIMICROBIAL PROTEIN,42,11,D-ALANINE
DAL,BIOTIN BINDING PROTEIN,42,11,D-ALANINE
27H,HORMONE RECEPTOR,2,2,ferutinine
